Type,Litology,Tporosity,Eporosity,K,S,Sy,Compressibility,Note,Location,Source
Igneous,Basalt,NA,NA,NA,NA,0.09,NA,NS,"Pabal aquifer_The Deccan basalts_ West-Central
India",775
Igneous,Basalt,NA,NA,NA,NA,0.01,NA,NS,"Randullabad aquifer_The Deccan basalts_ West-Central
India",776
Igneous,Basalt,NA,NA,NA,NA,0.05,NA,NS,"Randullabad aquifer_The Deccan basalts_ West-Central
India",776
Igneous,Basalt,NA,NA,4.15E-07,1.70E-06,NA,NA,Fractured,"Eastern boundary
of the Hanford Site_ Columbia River",782
Igneous,Basalt,NA,NA,6.05E-07,2.60E-06,NA,NA,Fractured,"Eastern boundary
of the Hanford Site_ Columbia River",782
Igneous,Basalt,NA,NA,2.07E-06,0.00016,NA,NA,Fractured,"Eastern boundary
of the Hanford Site_ Columbia River",782
Igneous,Basalt,NA,NA,3.02E-07,6.80E-06,NA,NA,Fractured,"Eastern boundary
of the Hanford Site_ Columbia River",782
Igneous,Basalt,NA,NA,NA,0.003,NA,NA,Fractured,"Rahat's area_ Al-Madinah Al-Munawarah City_ Saudi Arabia
",783
Igneous,Basalt,NA,NA,0.07777,0.002,0.0095,NA,Fractured,Nanded-Waghala Municipal Corporation_ Nanded District_ Maharashtra (India),789
Igneous,Basalt,NA,NA,0.236,NA,NA,NA,Fractured,Nanded-Waghala Municipal Corporation_ Nanded District_ Maharashtra (India),789
Igneous,Basalt,NA,NA,0.317,NA,NA,NA,Fractured,Nanded-Waghala Municipal Corporation_ Nanded District_ Maharashtra (India),789
Igneous,Basalt,NA,NA,0.47777,NA,NA,NA,Fractured,Nanded-Waghala Municipal Corporation_ Nanded District_ Maharashtra (India),789
Igneous,Basalt,NA,NA,5,NA,0.01,NA,Fractured,Rajmahal Traps_ Rajasthan_ India,800
Igneous,Basalt,NA,NA,15,NA,0.04,NA,Fractured,Rajmahal Traps_ Rajasthan_ India,800
Igneous,Basalt,NA,NA,NA,0.00339,NA,NA,Fractured,"Kheda district
of Gujarat state in India",808
Igneous,Basalt,NA,NA,0.1,NA,0.01,NA,Fractured,Basalt plains of south-western Victoria_ Australia,815
Igneous,Basalt,NA,NA,NA,NA,0.016,NA,Fractured,Buldhana Districts Maharashtra India,472
Igneous,Basalt,NA,NA,NA,NA,0.113,NA,Fractured,Buldhana Districts Maharashtra India,472
Igneous,Basalt,NA,0.001,NA,NA,NA,NA,NS,NS,907
Igneous,Basalt,NA,0.01,NA,NA,NA,NA,NS,NS,907
Igneous,Basalt,NA,1,NA,NA,NA,NA,NS,Columbia Plateau_ US,909
Igneous,Basalt,NA,0.5,NA,NA,NA,NA,NS,Columbia Plateau_ US,909
Igneous,Basalt,NA,0.01,NA,NA,NA,NA,NS,Columbia Plateau_ US,909
Igneous,Basalt,NA,0.1,NA,NA,NA,NA,NS,Columbia Plateau_ US,909
Igneous,Basalt,NA,1.00E-04,8.64E-08,NA,NA,NA,NS,Columbia Plateau_ US,909
Igneous,Basalt,NA,0.05,8.64E-08,NA,NA,NA,NS,Columbia Plateau_ US,909
Igneous,Dacite,0.2,NA,NA,NA,NA,NA,NS,NS,10
Igneous,Dacite,30,NA,NA,NA,NA,NA,Fractured,NS,10
Igneous,Dacite,NA,NA,5,NA,0.01,NA,Fractured,West Bengal_ Bihar_ Madhya Pradesh_ India,480
Igneous,Dacite,NA,NA,15,NA,0.04,NA,Fractured,West Bengal_ Bihar_ Madhya Pradesh_ India,480
Igneous,Dacite,1.69,0.466,0.000864,NA,NA,NA,Fractured,Vancouver Island_ British Columbia,585_ 586
Igneous,Dacite,1.69,0.668,0.000864,NA,NA,NA,Fractured,Vancouver Island_ British Columbia,585_ 586
Igneous,Dacite,19,NA,NA,NA,NA,NA,Fractured Mechanical behaviour of dacite,Mount St. Helens (USA),608
Igneous,Dacite,3,NA,NA,NA,NA,3.20E-09,Fractured,Newberry Volcano formation_ Bend_ Oregon_ Estados Unidos,730
Igneous,Dacite,10,NA,NA,NA,NA,NA,Fractured,Newberry Volcano formation_ Bend_ Oregon_ Estados Unidos,730
Igneous,Dacite,NA,12.74,NA,NA,NA,NA,Fractured,Kayseri location_ Turkey,765
Igneous,Dacite,NA,6.8,NA,NA,NA,NA,Fractured,Kars location_ Turkey,765
Igneous,Dacite,NA,9.4,NA,NA,NA,NA,Fractured,Kars location_ Turkey,765
Igneous,Diorite,1.2,NA,NA,NA,NA,NA,NS,NS,10
Igneous,Diorite,3,NA,NA,NA,NA,NA,NS,NS,10
Igneous,Diorite,NA,NA,0.185,NA,NA,NA,Weathered and Fratured  quartz-diorites,Aquifer Évora sector_ Alentejo_ South Portugal,142
Igneous,Diorite,NA,NA,1.8,NA,NA,NA,Weathered and Fratured  quartz-diorites,Aquifer Évora sector_ Alentejo_ South Portugal,142
Igneous,Diorite,NA,NA,0.204,NA,NA,NA,Weathered,Gabbros of Beja_ Altejo_ South Portugal,143
Igneous,Diorite,NA,1,5,NA,0.01,NA,Fractured,West Bengal_ Bihar_ Madhya Pradesh_ India,480
Igneous,Diorite,NA,NA,15,NA,0.04,NA,Fractured,West Bengal_ Bihar_ Madhya Pradesh_ India,480
Igneous,Diorite,0.48,NA,NA,NA,NA,NA,NS,"Itatskii and Kamennyi areas_
Nizhnekanskii massif",545
Igneous,Diorite,0.51,NA,NA,NA,NA,NA,NS,"Itatskii and Kamennyi areas_
Nizhnekanskii massif",545
Igneous,Diorite,0.91,NA,NA,NA,NA,NA,NS,"Itatskii and Kamennyi areas_
Nizhnekanskii massif",545
Igneous,Diorite,0.21,NA,NA,NA,NA,NA,NS,"Itatskii and Kamennyi areas_
Nizhnekanskii massif",545
Igneous,Diorite,0.37,NA,NA,NA,NA,NA,NS,"Itatskii and Kamennyi areas_
Nizhnekanskii massif",545
Igneous,Diorite,NA,0.45,NA,NA,NA,NA,NS,Bal?kesir location_ Turkey,765
Igneous,Diorite,NA,0.6,NA,NA,NA,NA,Quartz diorite,K?r?ehir location_ Turkey,765
Igneous,Diorite,NA,NA,NA,2.22E-05,0.08,NA,Weathered and Fractured,"EL Gahelia well_ El Shalateen and
Halayeb_ Eastern Desert_ Egypt",776
Igneous,Diorite,NA,NA,NA,0.000152,0.00706,NA,Weathered and Fractured,"El Shalateen and
Halayeb_ Eastern Desert_ Egypt",776
Igneous,Diorite,NA,NA,NA,1.13E-06,0.00595,NA,Weathered and Fractured,"El Shalateen and
Halayeb_ Eastern Desert_ Egypt",776
Igneous,Diorite,NA,NA,NA,1.27E-06,NA,NA,Weathered and Fractured,"El Shalateen and
Halayeb_ Eastern Desert_ Egypt",776
Igneous,Diorite,NA,NA,5,NA,0.01,NA,Fractured,Deccan Traps. _ Rajasthan_ India,800
Igneous,Diorite,NA,NA,15,NA,0.04,NA,Fractured,Deccan Traps. _ Rajasthan_ India,800
Igneous,Dolerite,10,NA,NA,NA,NA,1.00E-06,Fractured,NS,1_2
Igneous,Dolerite,5,NA,1.73E-05,NA,NA,1.00E-11,Dense,NS,1_2
Igneous,Dolerite,0.1,NA,2.59E-09,NA,NA,NA,Dense,NS,1
Igneous,Dolerite,0.1,NA,1.73E-05,NA,NA,NA,Dense,NS,1_3
Igneous,Dolerite,10,NA,2.59,NA,NA,NA,Fractured,NS,3_7
Igneous,Dolerite,0.6,NA,0.000691,NA,NA,NA,Dense,NS,7_10
Igneous,Dolerite,NA,NA,14,NA,NA,NA,Fractured,Water leakage in Northern Ethiopia,112
Igneous,Dolerite,NA,NA,0.0034,NA,NA,NA,NS,Water leakage in Northern Ethiopia,112
Igneous,Dolerite,NA,NA,0.0274,NA,0.007,NA,Fractured,"The Diabase_  Gettysburg-Newark Lowland_Adams
County._ Pennsylvania",406
Igneous,Dolerite,NA,NA,0.732,NA,NA,NA,Fractured,"The Diabase_  Gettysburg-Newark Lowland_Adams
County._ Pennsylvania",406
Igneous,Dolerite,NA,NA,0.0305,NA,0.012,NA,NS,NS,420
Igneous,Dolerite,NA,20,0.15,NA,NA,NA,Weathered,Nyundo_ Rubavu District _ Rwanda,454
Igneous,Dolerite,NA,22,0.25,NA,NA,NA,Weathered,Nyundo_ Rubavu District _ Rwanda,454
Igneous,Dolerite,NA,NA,NA,2.00E-05,NA,NA,Fractured,KwaZulu-Natal Province mostly along the Tugela River catchment_ South Africa,467
Igneous,Dolerite,NA,NA,NA,2.00E-04,NA,NA,Fractured,KwaZulu-Natal Province mostly along the Tugela River catchment_ South Africa,467
Igneous,Dolerite,NA,NA,NA,NA,0.012,NA,Fractured,The Muvattupuzha river basin_ District of Kerala_ India,487
Igneous,Dolerite,NA,NA,0.0138,8.00E-05,0.024,NA,Weathered and fractured,Hyderabad_ India,498
Igneous,Dolerite,NA,NA,0.0864,NA,NA,NA,Weathered and fractured,Hyderabad_ India,498
Igneous,Dolerite,NA,NA,0.199,NA,0.012,NA,Weathered and Fractured,"village of
Sangapur_ f Hyderabad_ Andhra Pradesh_ India",562
Igneous,Dolerite,NA,NA,0.216,NA,0.0083,NA,Weathered and Fractured,"village of
Sangapur_ f Hyderabad_ Andhra Pradesh_ India",562
Igneous,Dolerite,NA,NA,0.051,NA,NA,NA,Fractured,Bedrock aquifer_ Augustus River catchment_ Western Australia,679
Igneous,Dolerite,NA,NA,0.31,NA,NA,NA,Fractured,Bedrock aquifer_ Augustus River catchment_ Western Australia,679
Igneous,Dolerite,NA,NA,0.000173,NA,NA,NA,Fractured,"Kanye aquifer_
Botswana_  Kanye region of Botswana",680
Igneous,Dolerite,NA,NA,0.013,NA,NA,NA,Fractured,"Kanye aquifer_
Botswana_  Kanye region of Botswana",680
Igneous,Dolerite,NA,NA,0.0173,NA,NA,NA,Fractured,"Kanye aquifer_
Botswana_  Kanye region of Botswana",680
Igneous,Dolerite,NA,0.71,NA,NA,NA,NA,NS,Adana location_ Turkey,765
Igneous,Dolerite,NA,1.27,NA,NA,NA,NA,NS,Sivas location_ Turkey,766
Igneous,Dolerite,NA,NA,5,NA,0.01,NA,Fractured,Rajmahal Traps_ Rajasthan_ India,800
Igneous,Dolerite,NA,NA,15,NA,0.04,NA,Fractured,Rajmahal Traps_ Rajasthan_ India,800
Igneous,Gabbro,5,NA,1.73E-05,NA,NA,1.00E-06,Dense,NS,1_2
Igneous,Gabbro,0.01,NA,2.59E-09,NA,NA,1.00E-11,Dense,NS,1_2
Igneous,Gabbro,10,NA,NA,NA,NA,NA,Fractured,NS,1
Igneous,Gabbro,0.01,NA,0.0475,NA,NA,NA,Weathered,NS,1
Igneous,Gabbro,10,NA,0.328,NA,NA,NA,Weathered,NS,2_3
Igneous,Gabbro,43,NA,NA,NA,NA,NA,Weathered,NS,4
Igneous,Gabbro,0.6,NA,8,NA,NA,NA,Fractured,NS,7_10
Igneous,Gabbro,0.7,NA,0.000691,NA,NA,NA,NS,NS,1_18
Igneous,Gabbro,0.1,NA,0.865,NA,NA,NA,Fractured,NS,18
Igneous,Gabbro,NA,NA,0.0864,NA,NA,NA,Fractured,NS,18
Igneous,Gabbro,NA,NA,0.204,NA,NA,NA,Weathered,Gabbros of Beja_ Altejo_ South Portugal,143
Igneous,Gabbro,NA,NA,2.16,NA,NA,NA,Weathered,Gabbros of Beja_ Altejo_ South Portugal,143
Igneous,Gabbro,NA,NA,0.21336,NA,0.02,NA,Fractured,The Plutonic Rocks_ The Piedmont Upland Section_  Souther of pennsylvania,406
Igneous,Gabbro,NA,NA,0.4267,NA,0.02,NA,Fractured,The Plutonic Rocks_ The Piedmont Upland Section_  Souther of pennsylvania,406
Igneous,Gabbro,NA,20,0.15,NA,NA,NA,Weathered,Nyundo_ Rubavu District _ Rwanda,454
Igneous,Gabbro,NA,22,0.25,NA,NA,NA,Weathered,Nyundo_ Rubavu District _ Rwanda,454
Igneous,Gabbro,NA,NA,NA,NA,0.012,NA,Fractured,The Muvattupuzha river basin_ District of Kerala_ India,487
Igneous,Gabbro,NA,NA,NA,NA,0.241,NA,Fractured,The Muvattupuzha river basin_ District of Kerala_ India,487
Igneous,Gabbro,NA,NA,NA,NA,0.3993,NA,Fractured,The Muvattupuzha river basin_ District of Kerala_ India,487
Igneous,Gabbro,NA,NA,1.2096,0.000107,NA,NA,Fractured,Westhern Leppävirta_ Finland,488
Igneous,Gabbro,NA,NA,7.8883,0.0034,NA,NA,Fractured,Westhern Leppävirta_ Finland,488
Igneous,Gabbro,NA,NA,2.1945,0.000328,NA,NA,Fractured,Westhern Leppävirta_ Finland,488
Igneous,Gabbro,NA,NA,5.788,0.000793,NA,NA,Fractured,Westhern Leppävirta_ Finland,488
Igneous,Gabbro,NA,NA,0.453,4.30E-05,NA,NA,Fractured,Eastern Leppävirta_ Finland,488
Igneous,Gabbro,NA,NA,2,0.00205,NA,NA,Fractured,Eastern Leppävirta_ Finland,488
Igneous,Gabbro,NA,NA,0.98496,0.00059,NA,NA,Fractured,Eastern Leppävirta_ Finland,488
Igneous,Gabbro,NA,NA,1.5984,0.00182,NA,NA,Fractured,Eastern Leppävirta_ Finland,488
Igneous,Gabbro,0.1,NA,NA,NA,NA,NA,NS,NS,762
Igneous,Gabbro,0.2,NA,NA,NA,NA,NA,NS,NS,762
Igneous,Gabbro,NA,0.3,NA,NA,NA,NA,NS,Adana location_ Turkey,765
Igneous,Gabbro,NA,0.21,NA,NA,NA,NA,NS,Ni?de location_ Turkey,765
Igneous,Gabbro,NA,NA,NA,2.22E-05,0.08,NA,Weathered and Fractured,"EL Gahelia well_ El Shalateen and
Halayeb_ Eastern Desert_ Egypt",776
Igneous,Gabbro,NA,NA,NA,0.000152,0.00706,NA,Weathered and Fractured,"El Shalateen and
Halayeb_ Eastern Desert_ Egypt",776
Igneous,Gabbro,NA,NA,NA,1.13E-06,0.00595,NA,Weathered and Fractured,"El Shalateen and
Halayeb_ Eastern Desert_ Egypt",776
Igneous,Gabbro,NA,NA,NA,1.27E-06,NA,NA,Weathered and Fractured,"El Shalateen and
Halayeb_ Eastern Desert_ Egypt",776
Igneous,Gabbro,NA,NA,0.7668,NA,NA,NA,Fractured,The Taavinunnanen gabbro massif_ northern Sweden,894
Igneous,Gabbro,NA,NA,8.64E-07,NA,NA,NA,Fractured,The Taavinunnanen gabbro massif_ northern Sweden,894
Igneous,Gabbro,NA,NA,1.72E-07,NA,NA,NA,Fractured,The Taavinunnanen gabbro massif_ northern Sweden,894
Igneous,Gabbro,NA,NA,3.46E-07,NA,NA,NA,Fractured,The Taavinunnanen gabbro massif_ northern Sweden,894
Igneous,Gabbro,NA,NA,1.72E-07,NA,NA,NA,Fractured,The Taavinunnanen gabbro massif_ northern Sweden,894
Igneous,Gabbro,NA,NA,8.30E-07,NA,NA,NA,Fractured,The Taavinunnanen gabbro massif_ northern Sweden,894
Igneous,Gabbro,NA,NA,2.85E-06,NA,NA,NA,Fractured,The Taavinunnanen gabbro massif_ northern Sweden,894
Igneous,Gabbro,NA,NA,4.32E-06,NA,NA,NA,Fractured,The Taavinunnanen gabbro massif_ northern Sweden,895
Igneous,Gabbro,NA,NA,4.32E-07,NA,NA,NA,Fractured,The Taavinunnanen gabbro massif_ northern Sweden,895
Igneous,Gabbro,NA,NA,8.64E-08,NA,NA,NA,Fractured,The Taavinunnanen gabbro massif_ northern Sweden,896
Igneous,Gabbro,NA,NA,1.00E-09,NA,NA,NA,Fractured,The Taavinunnanen gabbro massif_ northern Sweden,896
Igneous,Gabbro,NA,NA,1.00E-08,NA,NA,NA,Fractured,The Taavinunnanen gabbro massif_ northern Sweden,896
Igneous,Gabbro,NA,NA,0.000864,NA,NA,NA,Weathered and Fractured,The Taavinunnanen gabbro massif_ northern Sweden,896
Igneous,Granite,0.02,0.001,NA,NA,NA,1.00E-06,NS,NS,2_23
Igneous,Granite,15,0.5,NA,NA,NA,1.00E-11,Fractured,NS,2
Igneous,Granite,10,NA,4.49,NA,NA,1.00E-10,Fractured,NS,1_478
Igneous,Granite,NA,NA,0.25056,NA,NA,NA,Fractured,NS,44
Igneous,Granite,NA,NA,0.025056,NA,NA,NA,Fractured,NS,44
Igneous,Granite,NA,NA,0.02592,NA,NA,NA,Fractured,NS,44
Igneous,Granite,NA,NA,0.005356,NA,NA,NA,Fractured,NS,44
Igneous,Granite,0.01,0.005,2.59E-09,NA,NA,NA,Dense,NS,1_13
Igneous,Granite,5,NA,1.73E-05,NA,NA,NA,Dense,NS,1
Igneous,Granite,0.01,NA,1.4,NA,NA,NA,Weathered,NS,1_3
Igneous,Granite,10,NA,0.28,NA,NA,NA,Weathered,NS,1_3
Igneous,Granite,45,NA,0.2592,NA,NA,NA,Weathered,NS,4_7
Igneous,Granite,NA,NA,4.32,NA,NA,NA,Weathered,NS,7
Igneous,Granite,NA,NA,0.0276,NA,NA,NA,Weathered,granite of Cadalso de los Vidrios_ Spain,83
Igneous,Granite,NA,NA,2.60E-09,0.00017,NA,NA,Weathered,Albalá granitic pluton is located in the southwest sector of the Iberian Massif,84
Igneous,Granite,NA,NA,2.42E-07,NA,NA,2.78E-08,NS,granite of Cadalso de los Vidrios_ Spain,83
Igneous,Granite,4,NA,3.00E-04,NA,NA,NA,NS,NS,5_8
Igneous,Granite,0.2,NA,0.03,NA,NA,NA,NS,NS,5_8
Igneous,Granite,10,NA,NA,NA,NA,NA,Fractured,NS,7_8
Igneous,Granite,NA,NA,0.00734,NA,0.007,NA,Fissured granite,Aquifer in granitic terrain in South India,67
Igneous,Granite,NA,NA,0.76,NA,0.2,NA,Fissured granite,Aquifer in granitic terrain in South India,67
Igneous,Granite,NA,NA,NA,NA,0.006,NA,Fissured granite,Aquifer in granitic terrain in South India,68
Igneous,Granite,NA,NA,0.518,NA,NA,NA,Fissured granite,Aquifer in granitic terrain in South India,69
Igneous,Granite,NA,NA,0.0013,0.0027,NA,NA,Fractured,Albalá granitic pluton is located in the southwest sector of the Iberian Massif,84
Igneous,Granite,NA,NA,1.3,1.00E-07,NA,NA,Fractured,Albalá granitic pluton is located in the southwest sector of the Iberian Massif,84
Igneous,Granite,NA,NA,1.81E-09,0.0036,NA,NA,NS,Albalá granitic pluton is located in the southwest sector of the Iberian Massif,84
Igneous,Granite,NA,NA,1.81E-05,1.00E-07,NA,NA,NS,Albalá granitic pluton is located in the southwest sector of the Iberian Massif,84
Igneous,Granite,1.00E-04,NA,0.000691,NA,NA,NA,NS,NS,7_8
Igneous,Granite,11,NA,0.000864,NA,NA,NA,Fractured,NS,10_19
Igneous,Granite,0.1,NA,8.64E-10,NA,NA,NA,NS,NS,10_19
Igneous,Granite,0.1,NA,0.00864,NA,NA,NA,NS,NS,13_19
Igneous,Granite,NA,NA,8.64E-06,NA,NA,NA,NS,NS,19
Igneous,Granite,NA,NA,3.46,NA,NA,NA,Fractured,NS,41
Igneous,Granite,NA,NA,0.432,0.001,NA,NA,NS,Aquifer in granitic terrain in South India,67
Igneous,Granite,NA,NA,0.288,NA,NA,NA,NS,Santa Catalina Mountains_ Arizona,71
Igneous,Granite,NA,NA,8.64E-05,NA,NA,NA,NS,west of Mirror Lake_ within the Hubbard Brook Experimental Forest in central New Hampshire,72
Igneous,Granite,NA,NA,2.68E-05,NA,NA,NA,NS,Aspo hard rock_ Swenden,83
Igneous,Granite,NA,NA,0.000864,NA,NA,NA,NS,Aspo hard rock_ Swenden,83
Igneous,Granite,NA,NA,8.64E-05,NA,NA,NA,NS,Oliluoto_ Finland,83
Igneous,Granite,NA,NA,0.000864,NA,NA,NA,NS,Oliluoto_ Finland,83
Igneous,Granite,NA,NA,8.64E-09,NA,NA,NA,NS,Stripa site_ Switzerland,83
Igneous,Granite,NA,NA,NA,NA,NA,NA,Fractured,Stripa site_ Switzerland,83
Igneous,Granite,NA,NA,0.0691,NA,NA,NA,NS,Black forest_ Germany,83
Igneous,Granite,NA,NA,6.05,NA,NA,NA,Fractured,Black forest_ Germany,83
Igneous,Granite,NA,NA,8.64E-09,NA,NA,NA,NS,Lac de grass_ Canada,83
Igneous,Granite,NA,NA,8.64,NA,NA,NA,Fractured,Lac de grass_ Canada,83
Igneous,Granite,NA,NA,0.000864,NA,NA,NA,NS,Graphton County_ US,83
Igneous,Granite,NA,NA,0.0346,NA,NA,NA,NS,Graphton County_ US,83
Igneous,Granite,NA,0.8,NA,NA,NA,NA,NS,Hyderabad_ State of Andhra Pradesh_ India,108
Igneous,Granite,NA,2.7,NA,NA,NA,NA,NS,Hyderabad_ State of Andhra Pradesh_ India,108
Igneous,Granite,NA,1.61,0.51,NA,NA,NA,NS,Basin of BeçaRiver,109
Igneous,Granite,NA,4,0.0777,NA,NA,NA,Fractured,Basin of BeçaRiver,109
Igneous,Granite,NA,18,0.302,NA,NA,NA,Fractured,Basin of BeçaRiver,109
Igneous,Granite,NA,NA,6.91E-05,NA,NA,NA,NS,Monterey Peninsula_ California,122
Igneous,Granite,NA,NA,7.78E-06,NA,NA,NA,NS,Monterey Peninsula_ California,122
Igneous,Granite,NA,NA,NA,NA,0.0063,NA,NS,Maheshwaram granite aquifer_ India,127
Igneous,Granite,NA,NA,NA,NA,0.008,NA,NS,Maheshwaram granite aquifer_ India,127
Igneous,Granite,NA,NA,0.138,0.003,NA,NA,Coarse fractures,Aquifer Santa Margherita di Pula_ Sardina_ Italia,140
Igneous,Granite,NA,NA,0.518,NA,0.022,NA,Coarse fractures,Aquifer Santa Margherita di Pula_ Sardina_ Italia,140
Igneous,Granite,NA,NA,0.0259,0.0015,NA,NA,Fine fractures,Aquifer Santa Margherita di Pula_ Sardina_ Italia,140
Igneous,Granite,NA,NA,0.0691,NA,0.008,NA,Fine fractures,Aquifer Santa Margherita di Pula_ Sardina_ Italia,140
Igneous,Granite,NA,NA,NA,0.0033,NA,NA,Weathered,Aquifer Milizzana Tempio_ Sardina_ Italia,141
Igneous,Granite,NA,NA,NA,0.0049,NA,NA,Weathered,Aquifer Milizzana Tempio_ Sardina_ Italia,141
Igneous,Granite,NA,NA,NA,0.0015,NA,NA,Microgranite dikes fractured,Aquifer Santa Margherita di Pula_ Sardina_ Italia,882
Igneous,Granite,NA,NA,NA,0.0045,NA,NA,Microgranite dikes fractured,Aquifer Santa Margherita di Pula_ Sardina_ Italia,882
Igneous,Granite,NA,NA,0.1,NA,NA,NA,Weathered,Aquifer Granites of Nisa_ Alentejo_ South Portugal,144
Igneous,Granite,NA,NA,2.65,NA,NA,NA,Weathered,Aquifer Granites of Nisa_ Alentejo_ South Portugal,144
Igneous,Granite,NA,0.5,NA,NA,NA,NA,Weathered,The Kudaliar catchment_ north region of Medak District_ India,239
Igneous,Granite,NA,2,NA,NA,NA,NA,Weathered,The Kudaliar catchment_ north region of Medak District_ India,239
Igneous,Granite,NA,0.3,NA,NA,NA,NA,Weathered,The Anantapur aquifer_ north region of Medak District_ India,239
Igneous,Granite,NA,1,NA,NA,NA,NA,Weathered,The Anantapur aquifer_ north region of Medak District_ India,239
Igneous,Granite,0.6,0.05,NA,NA,NA,NA,NS,Shoal Area_ Fallon_ Nevada_ in Churchill Country,235
Igneous,Granite,0.6,1,NA,NA,NA,NA,NS,Shoal Area_ Fallon_ Nevada_ in Churchill Country,235
Igneous,Granite,NA,NA,NA,0.003,NA,NA,Weathered,The Maheshwaram pilot watershed _ south of Hyderabad (Andhra Pradesh State_ India),258
Igneous,Granite,NA,NA,NA,NA,0.014,NA,Weathered,The Maheshwaram pilot watershed _ south of Hyderabad (Andhra Pradesh State_ India),258
Igneous,Granite,NA,NA,NA,NA,0.017,NA,NS,Nikki Perere complex_  Africa and India,263
Igneous,Granite,NA,NA,NA,NA,0.077,NA,NS,Nikki Perere complex_  Africa and India,263
Igneous,Granite,NA,NA,0.121,0.0026,NA,NA,Fractured,Maheshwaram catchment_ Andhra Pradesh_ India,278
Igneous,Granite,NA,NA,0.121,3.00E-05,NA,NA,Fractured,Maheshwaram catchment_ Andhra Pradesh_ India,278
Igneous,Granite,NA,NA,0.523,5.00E-04,0.005,NA,Fractured,Maheshwaram catchment_ Andhra Pradesh_ India,278
Igneous,Granite,NA,NA,NA,0.0011,0.0063,NA,Fractured,Maheshwaram catchment_ Andhra Pradesh_ India,278
Igneous,Granite,NA,2,1.3,NA,NA,NA,Fractured,Lozere_ France,287
Igneous,Granite,NA,8,3.89,NA,NA,NA,Fractured,Lozere_ France,287
Igneous,Granite,NA,NA,NA,0.0028,NA,NA,NS,Kotra_ Udaipur district_ southern part of Rajasthan_ western India,360
Igneous,Granite,NA,NA,NA,NA,0.05,NA,Fractured,Aquifer_ Jeju_ Korea,365
Igneous,Granite,NA,NA,NA,NA,0.1,NA,Fractured,Aquifer_ Jeju_ Korea,365
Igneous,Granite,NA,NA,1.7,0.0035,NA,NA,Fractured,Madharam watershed (basin)_ India,374
Igneous,Granite,NA,NA,1.7,0.00049,NA,NA,Fractured,Madharam watershed (basin)_ India,374
Igneous,Granite,NA,NA,5.4,NA,0.013,NA,Fractured,Madharam watershed (basin)_ India,374
Igneous,Granite,NA,NA,5.4,NA,0.0075,NA,Fractured,Madharam watershed (basin)_ India,375
Igneous,Granite,NA,NA,1.00E-10,NA,NA,NA,Fractured,The granites of south-west England_,391
Igneous,Granite,NA,NA,0.001,NA,NA,NA,Fractured,The granites of south-west England_,391
Igneous,Granite,NA,NA,0.0017,NA,0.1,NA,Fractured,The granites of south-west England_,170_ 392
Igneous,Granite,NA,NA,0.01,NA,0.1,NA,Fractured,The granites of south-west England_,170_ 392
Igneous,Granite,NA,NA,NA,1.00E-08,NA,NA,Fractured,Laboratory_ Lulefi University of Technology and at the Laxemar_ Swedem,410
Igneous,Granite,NA,NA,NA,3.30E-07,NA,NA,Fractured,Laboratory_ Lulefi University of Technology and at the Laxemar_ Swedem,410
Igneous,Granite,NA,NA,NA,3.50E-08,NA,NA,Fractured,"Laboratory
of Luleh University of Technology_ Sweden",411
Igneous,Granite,NA,NA,0.0067,0.0017,NA,NA,NS,Hard Rock Aquifers_ South India,426
Igneous,Granite,NA,NA,0.0067,7.00E-05,NA,NA,NS,Hard Rock Aquifers_ South India,426
Igneous,Granite,NA,NA,4.58,0.0015,NA,NA,Fractured,Hard Rock Aquifers_ South India,426
Igneous,Granite,NA,NA,4.58,3.70E-05,NA,NA,Fractured,Hard Rock Aquifers_ South India,426
Igneous,Granite,NA,1,NA,NA,NA,NA,Fissured granite,south of Hyderabad _ State of Andhra Pradesh_ India,427
Igneous,Granite,NA,10,NA,NA,NA,NA,Fissured granite,south of Hyderabad _ State of Andhra Pradesh_ India,427
Igneous,Granite,NA,NA,NA,0.000105,NA,NA,Fractured,Coles Hill uranium deposit_ Virginia_ USA,429
Igneous,Granite,NA,NA,NA,5.00E-05,0.1,NA,Fractured,The Makutupora Basin_ Dodoma_ Tanzania,430431
Igneous,Granite,NA,NA,NA,0.005,NA,NA,Fractured,The Makutupora Basin_ Dodoma_ Tanzania,430431
Igneous,Granite,NA,NA,1.86,5.00E-04,0.02,NA,Fractured,"Sardinia and
Calabria (Italy)",435
Igneous,Granite,NA,NA,9.8,5.00E-04,NA,NA,Fractured,"Sardinia and
Calabria (Italy)",435
Igneous,Granite,NA,NA,0.00432,0.002,0.01,NA,Fractured,"Serre Massif (central
Calabria) _ Italy",436
Igneous,Granite,NA,NA,0.432,NA,NA,NA,Fractured,"Serre Massif (central
Calabria) _ Italy",436
Igneous,Granite,NA,NA,NA,0.00013,NA,NA,Fractured,"The Experimental Hydrogeological Park Choutuppal village in the Nalgonda district (Andhra Pradesh State_
Southern India",437
Igneous,Granite,NA,NA,NA,0.0036,NA,NA,Fractured,"The Experimental Hydrogeological Park Choutuppal village in the Nalgonda district (Andhra Pradesh State_
Southern India",437
Igneous,Granite,NA,NA,NA,0.005,0.045,NA,Fractured,"The Experimental Hydrogeological Park Choutuppal village in the Nalgonda district (Andhra Pradesh State_
Southern India",437
